"filename", "language", "PHP", "HTML", "JavaScript", "JSON", "CSS", "XML", "Markdown", "Shell Script", "YAML", "Ini", "comment", "blank", "total"
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\extras\ntlm_sasl_client.php", "PHP", 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 185
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\formemail(1).php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\formemail.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-ar.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 28
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-br.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-ca.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-ch.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-cz.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 26
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-de.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 2, 26
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-dk.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-es.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-et.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-fi.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 28
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-fo.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 28
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-fr.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 26
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-hu.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 26
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-it.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 28
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-ja.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-nl.php", "PHP", 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 26
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-no.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 26
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-pl.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 2, 26
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-ro.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 2, 28
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-ru.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 3, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-se.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-sk.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-tr.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 28
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-zh.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\language\phpmailer.lang-zh_cn.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 2, 27
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\sucesso(1).php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\sucesso.php", "PHP", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test\contents.html", "HTML", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test\phpmailerTest.php", "PHP", 472, 0, 0, 0, 0, 0, 0, 0, 0, 0, 183, 96, 751
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test\test_callback.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 8, 85
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test\testemail.php", "PHP", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 14, 48
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\contents.html", "HTML", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\index.php", "PHP", 382, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42, 428
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushBash.js", "JavaScript", 0, 0, 27, 0, 0, 0, 0, 0, 0, 0, 29, 4, 60
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushCSharp.js", "JavaScript", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 29, 7, 65
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushCpp.js", "JavaScript", 0, 0, 64, 0, 0, 0, 0, 0, 0, 0, 30, 6, 100
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushCss.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 29, 8, 94
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushDelphi.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 29, 3, 58
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushDiff.js", "JavaScript", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 29, 2, 44
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushGroovy.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 31, 5, 70
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushJScript.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 29, 4, 52
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushJava.js", "JavaScript", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 29, 4, 56
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushPerl.js", "JavaScript", 0, 0, 39, 0, 0, 0, 0, 0, 0, 0, 30, 5, 74
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushPhp.js", "JavaScript", 0, 0, 57, 0, 0, 0, 0, 0, 0, 0, 29, 6, 92
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushPlain.js", "JavaScript", 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 29, 2, 36
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushPython.js", "JavaScript", 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 30, 6, 57
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushRuby.js", "JavaScript", 0, 0, 22, 0, 0, 0, 0, 0, 0, 0, 30, 6, 58
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushScala.js", "JavaScript", 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 30, 5, 54
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushSql.js", "JavaScript", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 29, 6, 69
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushVb.js", "JavaScript", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 29, 4, 59
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shBrushXml.js", "JavaScript", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 29, 7, 72
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shCore.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 29, 1, 31
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\scripts\shLegacy.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 29, 1, 31
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\src\shCore.js", "JavaScript", 0, 0, 1171, 0, 0, 0, 0, 0, 0, 0, 494, 285, 1950
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\src\shLegacy.js", "JavaScript", 0, 0, 118, 0, 0, 0, 0, 0, 0, 0, 30, 25, 173
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\styles\shCore.css", "CSS", 0, 0, 0, 0, 236, 0, 0, 0, 0, 0, 40, 46, 322
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\styles\shThemeDefault.css", "CSS", 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 43, 28, 192
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\styles\shThemeDjango.css", "CSS", 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 44, 29, 194
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\styles\shThemeEmacs.css", "CSS", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 45, 29, 193
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\styles\shThemeFadeToGrey.css", "CSS", 0, 0, 0, 0, 120, 0, 0, 0, 0, 0, 45, 29, 194
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\styles\shThemeMidnight.css", "CSS", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 45, 29, 193
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\styles\shThemeRDark.css", "CSS", 0, 0, 0, 0, 119, 0, 0, 0, 0, 0, 45, 29, 193
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\PHPMailer_5.2.4\test_script\test.html", "HTML", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 20, 3, 47
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\RecuperarSenha.php", "PHP", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 18, 88
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\cadastrar_usuario.php", "PHP", 135, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 33, 186
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\enviarEmailFeedback.php", "PHP", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27, 110
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\logout.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\sucesso.php", "PHP", 133, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 47, 182
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\teste.php", "PHP", 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18, 49
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod01\verificarlogin.php", "PHP", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36, 67
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\PCD.php", "PHP", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 119
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\Sensor.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 91
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\alteracaoDeStatus.php", "PHP", 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 77
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\alterar-status-pcd.php", "PHP", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 39
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\cadastrarPCD.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 19, 40
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\cadastrarSensor.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 34
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\cadastrarTipoSensor.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 25
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\editarPCD.php", "PHP", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 22, 43
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\editarSensor.php", "PHP", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 16, 36
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\editarTipoSensor.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 23
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\excluirPCD.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27, 51
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\excluirSensor.php", "PHP", 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 18, 42
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\excluirTipoSensor.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 30
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\idTipoMedicaoPorDescricao.php", "PHP", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\tipoMedicao.php", "PHP", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 29
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\tipoSensor.php", "PHP", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 81
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod02\unidadeMedida.php", "PHP", 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 41
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod04\PCD.php", "PHP", 61, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 83
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod04\listarSensores.php", "PHP", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 23
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\.scrutinizer.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 113, 0, 8, 12, 133
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\.travis.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 3, 33
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\PHPMailerAutoload.php", "PHP", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 3, 50
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 128, 0, 0, 0, 0, 67, 195
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\changelog.md", "Markdown", 0, 0, 0, 0, 0, 0, 573, 0, 0, 0, 0, 72, 645
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\class.phpmailer.php", "PHP", 2286, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1417, 253, 3956
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\class.phpmaileroauth.php", "PHP", 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 12, 197
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\class.phpmaileroauthgoogle.php", "PHP", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 7, 78
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\class.pop3.php", "PHP", 176, 0, 0, 0, 0, 0, 0, 0, 0, 0, 199, 33, 408
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\class.smtp.php", "PHP", 631, 0, 0, 0, 0, 0, 0, 0, 0, 0, 495, 89, 1215
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\composer.json", "JSON", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 1, 45
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\composer.lock", "JSON", 0, 0, 0, 3576, 0, 0, 0, 0, 0, 0, 0, 1, 3577
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\docs\extending.html", "HTML", 0, 102, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 129
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\docs\faq.html", "HTML", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\docs\generatedocs.sh", "Shell Script", 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 6, 1, 9
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\examples\contents.html", "HTML", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\examples\contentsutf8.html", "HTML", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\examples\index.html", "HTML", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 49
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\examples\scripts\XRegExp.js", "JavaScript", 0, 0, 409, 0, 0, 0, 0, 0, 0, 0, 178, 78, 665
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\examples\scripts\shAutoloader.js", "JavaScript", 0, 0, 84, 0, 0, 0, 0, 0, 0, 0, 21, 18, 123
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\examples\scripts\shBrushPhp.js", "JavaScript", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 2, 9, 73
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\examples\scripts\shCore.js", "JavaScript", 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"c:\Users\alves\Downloads\integracao-20231026T180259Z-001\integracao\class\mod05\PHPMailer\examples\scripts\shLegacy.js", "JavaScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 2, 24, 142
